time,growth,close,color
2020-12-11,-0.006734826355079493,122.41,"rgba(170,23,23,0.7)"
2020-12-10,0.011988832320578124,123.24,"rgba(23,170,23,0.7)"
2020-12-09,-0.0209036822640295,121.78,"rgba(170,23,23,0.7)"
2020-12-08,0.005090909090909035,124.38,"rgba(23,170,23,0.7)"
2020-12-07,0.012269938650306678,123.75,"rgba(23,170,23,0.7)"
2020-12-04,-0.005612493899463167,122.25,"rgba(170,23,23,0.7)"
2020-12-03,-0.0011374715632109789,122.94,"rgba(170,23,23,0.7)"
2020-12-02,0.002933507170795213,123.08,"rgba(23,170,23,0.7)"
2020-12-01,0.030827383452330936,122.72,"rgba(23,170,23,0.7)"
2020-11-30,0.021099579723818485,119.05,"rgba(23,170,23,0.7)"
2020-11-27,,116.59,"rgba(170,23,23,0.7)"
2020-11-25,0.007467222366935866,116.03,"rgba(23,170,23,0.7)"
2020-11-24,0.011594202898550732,115.17,"rgba(23,170,23,0.7)"
2020-11-23,-0.02974262825975804,113.85,"rgba(170,23,23,0.7)"
2020-11-20,-0.010957518543492917,117.34,"rgba(170,23,23,0.7)"
2020-11-19,0.005168177581970745,118.64,"rgba(23,170,23,0.7)"
2020-11-18,-0.01139123879721915,118.03,"rgba(170,23,23,0.7)"
2020-11-17,-0.0075644222776392045,119.39,"rgba(170,23,23,0.7)"
2020-11-16,0.008720442730169253,120.3,"rgba(23,170,23,0.7)"
2020-11-13,0.0004194279003439938,119.26,"rgba(23,170,23,0.7)"
2020-11-12,-0.0023432923257176164,119.21,"rgba(170,23,23,0.7)"
2020-11-11,0.030352677416573215,119.49,"rgba(23,170,23,0.7)"
2020-11-10,-0.0030089408528197747,115.97,"rgba(170,23,23,0.7)"
2020-11-09,-0.01996798382340559,116.32,"rgba(170,23,23,0.7)"
2020-11-06,-0.002856422750567078,118.69,"rgba(170,23,23,0.7)"
2020-11-05,0.03549369290996074,119.03,"rgba(23,170,23,0.7)"
2020-11-04,0.04083665338645415,114.95,"rgba(23,170,23,0.7)"
2020-11-03,0.015353498207226313,110.44,"rgba(23,170,23,0.7)"
2020-11-02,-0.0008267499540695056,108.77,"rgba(170,23,23,0.7)"
2020-10-30,-0.05601803676725625,108.86,"rgba(170,23,23,0.7)"
2020-10-29,0.03705035971223003,115.32,"rgba(23,170,23,0.7)"
2020-10-28,-0.046312178387650005,111.2,"rgba(170,23,23,0.7)"
2020-10-27,0.013472403302911662,116.6,"rgba(23,170,23,0.7)"
2020-10-26,8.692628650885936e-05,115.05,"rgba(23,170,23,0.7)"
2020-10-23,-0.006133909287256989,115.04,"rgba(170,23,23,0.7)"
2020-10-22,-0.009583297681184266,115.75,"rgba(170,23,23,0.7)"
2020-10-21,-0.0054463449919155416,116.87,"rgba(170,23,23,0.7)"
2020-10-20,0.013191929643041833,117.51,"rgba(23,170,23,0.7)"
2020-10-19,-0.0255419257267685,115.98,"rgba(170,23,23,0.7)"
2020-10-16,-0.01400049705906714,119.02,"rgba(170,23,23,0.7)"
2020-10-15,-0.003960722831916841,120.71,"rgba(170,23,23,0.7)"
2020-10-14,0.0007431874483898593,121.19,"rgba(23,170,23,0.7)"
2020-10-13,-0.026527331189710734,121.1,"rgba(170,23,23,0.7)"
2020-10-12,0.06352056082756263,124.4,"rgba(23,170,23,0.7)"
2020-10-09,0.017395842393667982,116.97,"rgba(23,170,23,0.7)"
2020-10-08,-0.0009558567952728803,114.97,"rgba(170,23,23,0.7)"
2020-10-07,0.016967126193001114,115.08,"rgba(23,170,23,0.7)"
2020-10-06,-0.028669527896995728,113.16,"rgba(170,23,23,0.7)"
2020-10-05,0.03079101044062993,116.5,"rgba(23,170,23,0.7)"
2020-10-02,-0.032280160972686156,113.02,"rgba(170,23,23,0.7)"
2020-10-01,0.008462136257663344,116.79,"rgba(23,170,23,0.7)"
2020-09-30,0.015075817337189878,115.81,"rgba(23,170,23,0.7)"
2020-09-29,-0.007567849686847539,114.09,"rgba(170,23,23,0.7)"
2020-09-28,0.02386889918061974,114.96,"rgba(23,170,23,0.7)"
2020-09-25,0.03751617076326008,112.28,"rgba(23,170,23,0.7)"
2020-09-24,0.01026885735623595,108.22,"rgba(23,170,23,0.7)"
2020-09-23,-0.0419461586620159,107.12,"rgba(170,23,23,0.7)"
2020-09-22,0.015715843023255793,111.81,"rgba(23,170,23,0.7)"
2020-09-21,0.030325720703856085,110.08,"rgba(23,170,23,0.7)"
2020-09-18,-0.03172013775602678,106.84,"rgba(170,23,23,0.7)"
2020-09-17,-0.015963613662712817,110.34,"rgba(170,23,23,0.7)"
2020-09-16,-0.029513588367664934,112.13,"rgba(170,23,23,0.7)"
2020-09-15,0.0016037449612067434,115.54,"rgba(23,170,23,0.7)"
2020-09-14,0.029955357142857242,115.355,"rgba(23,170,23,0.7)"
2020-09-11,-0.013128910036126484,112.0,"rgba(170,23,23,0.7)"
2020-09-10,-0.03264575519945445,113.49,"rgba(170,23,23,0.7)"
2020-09-09,0.039886544938840585,117.32,"rgba(23,170,23,0.7)"
2020-09-08,,112.82,"rgba(170,23,23,0.7)"
2020-09-04,0.0006618133686300265,120.96,"rgba(23,170,23,0.7)"
2020-09-03,-0.08006088280060886,120.88,"rgba(170,23,23,0.7)"
2020-09-02,-0.020718437919213017,131.4,"rgba(170,23,23,0.7)"
2020-09-01,0.03983261004339744,134.18,"rgba(23,170,23,0.7)"
2020-08-31,-0.7415219437934419,129.04,"rgba(170,23,23,0.7)"
2020-08-28,-0.0016198704103671524,499.23,"rgba(170,23,23,0.7)"
2020-08-27,-0.011954395463257383,500.04,"rgba(170,23,23,0.7)"
2020-08-26,0.013599038654115603,506.09,"rgba(23,170,23,0.7)"
2020-08-25,-0.008203722463897667,499.3,"rgba(170,23,23,0.7)"
2020-08-24,0.011960279810243613,503.43,"rgba(23,170,23,0.7)"
2020-08-21,0.05153244557176073,497.48,"rgba(23,170,23,0.7)"
2020-08-20,0.022189572845321193,473.1,"rgba(23,170,23,0.7)"
2020-08-19,0.0012547322877229927,462.83,"rgba(23,170,23,0.7)"
2020-08-18,0.00833278799380488,462.25,"rgba(23,170,23,0.7)"
2020-08-17,-0.0026107956399712418,458.43,"rgba(170,23,23,0.7)"
2020-08-14,-0.0008912268498392217,459.63,"rgba(170,23,23,0.7)"
2020-08-13,0.01769754888947883,460.04,"rgba(23,170,23,0.7)"
2020-08-12,0.03323428571428577,452.04,"rgba(23,170,23,0.7)"
2020-08-11,-0.029739859395444768,437.5,"rgba(170,23,23,0.7)"
2020-08-10,0.014534818314771103,450.91,"rgba(23,170,23,0.7)"
2020-08-07,-0.024494633568183377,444.45,"rgba(170,23,23,0.7)"
2020-08-06,0.034889267461669426,455.61,"rgba(23,170,23,0.7)"
2020-08-05,0.0036246751470385696,440.25,"rgba(23,170,23,0.7)"
2020-08-04,0.006678141135972426,438.66,"rgba(23,170,23,0.7)"
2020-08-03,0.025197628458498045,435.75,"rgba(23,170,23,0.7)"
2020-07-31,0.1046886370724609,425.04,"rgba(23,170,23,0.7)"
2020-07-30,0.01210016835016825,384.76,"rgba(23,170,23,0.7)"
2020-07-29,0.019168386906517343,380.16,"rgba(23,170,23,0.7)"
2020-07-28,-0.016427592026157622,373.01,"rgba(170,23,23,0.7)"
2020-07-27,0.023700264535982285,379.24,"rgba(23,170,23,0.7)"
2020-07-24,-0.00247724702461094,370.46,"rgba(170,23,23,0.7)"
2020-07-23,,371.38,"rgba(170,23,23,0.7)"
