timestamp,open,high,low,close,volume
2020-12-11 20:00:00,3112.7000,3112.7000,3112.7000,3112.7000,196
2020-12-11 19:24:00,3110.6700,3110.6700,3110.6700,3110.6700,102
2020-12-11 17:42:00,3113.1200,3113.1200,3113.1200,3113.1200,169
2020-12-11 16:53:00,3114.7200,3114.7200,3114.7200,3114.7200,396
2020-12-11 16:43:00,3114.9500,3114.9500,3114.9500,3114.9500,311
2020-12-11 16:39:00,3115.0300,3115.0300,3115.0300,3115.0300,206
2020-12-11 16:37:00,3114.9898,3114.9898,3114.9898,3114.9898,255
2020-12-11 16:35:00,3114.9000,3114.9000,3114.9000,3114.9000,172
2020-12-11 16:33:00,3114.9000,3116.4200,3114.9000,3114.9000,2315
2020-12-11 16:31:00,3114.9000,3114.9000,3114.9000,3114.9000,384
2020-12-11 16:25:00,3115.4300,3115.4300,3114.8200,3114.8200,335
2020-12-11 16:22:00,3116.4200,3116.4200,3116.4200,3116.4200,215
2020-12-11 16:21:00,3115.4500,3115.4500,3115.4500,3115.4500,211
2020-12-11 16:19:00,3116.1084,3116.1084,3116.1084,3116.1084,327
2020-12-11 16:15:00,3114.9000,3114.9000,3114.9000,3114.9000,165
2020-12-11 16:14:00,3115.4500,3115.4500,3115.4000,3115.4000,457
2020-12-11 16:13:00,3115.0000,3115.4500,3115.0000,3115.4500,1048
2020-12-11 16:11:00,3115.2800,3115.5400,3115.2700,3115.5400,1626
2020-12-11 16:10:00,3115.0000,3115.0000,3115.0000,3115.0000,332
2020-12-11 16:08:00,3114.7600,3116.4200,3114.7100,3114.7100,4490
2020-12-11 16:07:00,3115.0000,3115.4200,3114.9000,3114.9000,1415
2020-12-11 16:06:00,3116.4200,3116.4200,3115.0000,3115.0000,57321
2020-12-11 16:05:00,3115.4800,3116.4200,3115.4600,3116.4200,33418
2020-12-11 16:04:00,3115.2400,3115.4100,3115.2400,3115.4100,1309
2020-12-11 16:03:00,3115.2500,3115.2500,3115.2000,3115.2100,1269
2020-12-11 16:02:00,3116.4200,3116.4200,3116.4200,3116.4200,617
2020-12-11 16:01:00,3116.4200,3116.4200,3116.4200,3116.4200,6159
2020-12-11 16:00:00,3114.7000,3116.4100,3113.7100,3116.4100,59007
2020-12-11 15:59:00,3116.0000,3116.3100,3113.6950,3114.5800,19992
2020-12-11 15:58:00,3115.3000,3116.2600,3115.0500,3116.1300,16020
