timestamp,open,high,low,close,volume
2020-12-11 16:41:00,1780.0400,1780.0400,1780.0400,1780.0400,110
2020-12-11 16:37:00,1780.0000,1780.0000,1780.0000,1780.0000,521
2020-12-11 16:34:00,1782.2200,1782.2200,1782.2200,1782.2200,200
2020-12-11 16:22:00,1783.7900,1783.7900,1783.7900,1783.7900,215
2020-12-11 16:19:00,1781.5918,1781.5918,1781.5918,1781.5918,150
2020-12-11 16:15:00,1781.7700,1781.7700,1781.7700,1781.7700,605
2020-12-11 16:10:00,1781.7700,1781.7700,1781.7700,1781.7700,237
2020-12-11 16:04:00,1781.7700,1781.7700,1781.7700,1781.7700,68971
2020-12-11 16:03:00,1781.7700,1781.7700,1781.7700,1781.7700,18903
2020-12-11 16:01:00,1781.7900,1782.1500,1781.7700,1782.1500,7807
2020-12-11 16:00:00,1780.2100,1782.6900,1778.9900,1781.7700,43270
2020-12-11 15:59:00,1780.8100,1781.0800,1779.6350,1779.8400,11527
2020-12-11 15:58:00,1780.0100,1780.8000,1779.3500,1780.8000,6997
2020-12-11 15:57:00,1780.9400,1780.9400,1779.7300,1779.9600,6567
2020-12-11 15:56:00,1783.2000,1784.4500,1781.0000,1781.0000,13151
2020-12-11 15:55:00,1777.2200,1782.8300,1776.0050,1782.8300,24059
2020-12-11 15:54:00,1776.7600,1776.9200,1776.2000,1776.9200,2288
2020-12-11 15:53:00,1776.0750,1776.9300,1775.9500,1776.2600,3425
2020-12-11 15:52:00,1775.2550,1776.5700,1774.5650,1776.5700,4389
2020-12-11 15:51:00,1775.0000,1776.5000,1774.9200,1775.8400,7893
2020-12-11 15:50:00,1776.3700,1776.3700,1775.8950,1775.8950,1212
2020-12-11 15:49:00,1776.5400,1776.6700,1775.5600,1776.3200,2684
2020-12-11 15:48:00,1775.5350,1775.8900,1775.5350,1775.8900,2338
2020-12-11 15:47:00,1776.1500,1776.1500,1775.6200,1775.6200,2443
2020-12-11 15:46:00,1777.9800,1777.9800,1777.2200,1777.2200,3932
2020-12-11 15:45:00,1777.5000,1777.7500,1776.0300,1777.6500,5465
