timestamp,open,high,low,close,volume
2020-12-11,3096.6600,3118.6700,3072.8200,3116.4200,3064695
2020-12-10,3088.9900,3142.1000,3076.0000,3101.4900,3030186
2020-12-09,3167.8900,3174.4300,3088.0000,3104.2000,4100836
2020-12-08,3158.9000,3184.1300,3120.0200,3177.2900,3286303
2020-12-07,3156.4800,3180.7600,3141.6900,3158.0000,2751316
2020-12-04,3198.2100,3198.2100,3158.7600,3162.5800,2913611
2020-12-03,3205.4600,3228.6400,3181.3100,3186.7300,2892039
2020-12-02,3221.6500,3232.0000,3173.2601,3203.5300,3129304
2020-12-01,3188.5000,3248.9500,3157.1800,3220.0800,4493554
2020-11-30,3208.4800,3228.3900,3125.5500,3168.0400,4063916
2020-11-27,3211.2600,3216.1900,3190.0500,3195.3400,2392867
2020-11-25,3141.8700,3198.0000,3140.2600,3185.0700,3790403
2020-11-24,3100.5000,3134.2500,3086.2580,3118.0600,3570889
2020-11-23,3116.6986,3139.7450,3065.4600,3098.3900,4708887
2020-11-20,3117.0200,3132.8900,3098.0456,3099.4000,3380138
2020-11-19,3105.3100,3125.0000,3080.9200,3117.0200,3010270
2020-11-18,3134.0000,3140.0000,3105.1000,3105.4600,2916836
2020-11-17,3183.5445,3189.2500,3135.2600,3135.6600,3444735
2020-11-16,3093.2000,3142.7000,3072.6850,3131.0600,3808676
2020-11-13,3122.0000,3141.7227,3085.3900,3128.8100,3762587
2020-11-12,3159.9500,3175.8800,3086.0500,3110.2800,4371208
2020-11-11,3061.7800,3139.1450,3050.0000,3137.3900,4366923
2020-11-10,3095.0200,3114.0000,3019.4828,3035.0200,6590956
2020-11-09,3231.0300,3289.0000,3112.1057,3143.7400,7190406
2020-11-06,3304.6400,3322.0000,3232.0000,3311.3700,4647330
2020-11-05,3319.9700,3366.8000,3288.8800,3322.0000,5789285
2020-11-04,3159.9900,3244.8500,3139.7300,3241.1600,6839041
2020-11-03,3018.5300,3074.9000,2980.9800,3048.4100,4897880
2020-11-02,3061.7400,3079.7050,2950.1200,3004.4800,7257350
2020-10-30,3157.7500,3167.0040,3019.0000,3036.1500,8396081
2020-10-29,3201.2700,3257.2500,3164.0000,3211.0100,6596529
2020-10-28,3249.3000,3264.0200,3162.4700,3162.7800,5588330
2020-10-27,3224.9400,3291.6600,3211.3000,3286.3300,4291047
2020-10-26,3198.7400,3282.9799,3153.3000,3207.0400,5901151
2020-10-23,3191.0000,3205.3300,3140.0000,3204.4000,3466687
2020-10-22,3189.8700,3198.7500,3121.9400,3176.4000,4212005
2020-10-21,3212.5000,3233.8750,3160.0000,3184.9400,4592736
2020-10-20,3222.2800,3266.0000,3192.0100,3217.0100,4509678
2020-10-19,3299.6100,3329.0000,3192.7350,3207.2100,5223626
2020-10-16,3363.2300,3399.6606,3160.0000,3272.7100,6474353
2020-10-15,3292.0100,3355.8800,3280.0000,3338.6500,5223448
2020-10-14,3447.0000,3464.8800,3340.0000,3363.7100,5828916
2020-10-13,3467.9900,3492.3800,3424.2170,3443.6300,5744697
2020-10-12,3349.9400,3496.2400,3339.5500,3442.9300,8364198
2020-10-09,3210.0000,3288.9900,3197.8300,3286.6500,4907871
2020-10-08,3224.9900,3233.2944,3174.9900,3190.5500,3174114
2020-10-07,3135.0000,3200.0000,3132.3850,3195.6900,4309439
2020-10-06,3165.0000,3182.0000,3090.0000,3099.9600,5086857
2020-10-05,3145.8400,3202.5300,3140.8500,3199.2000,3775332
2020-10-02,3153.6300,3195.7965,3123.0000,3125.0000,5613098
2020-10-01,3208.0000,3224.0000,3172.0000,3221.2600,4971922
2020-09-30,3141.1400,3212.8800,3133.9900,3148.7300,4896101
2020-09-29,3175.3900,3188.2600,3132.5400,3144.8800,3503398
2020-09-28,3148.8500,3175.0400,3117.1684,3174.0500,4224165
2020-09-25,3054.8600,3101.5400,2999.0000,3095.1300,4615202
2020-09-24,2977.7900,3069.3000,2965.0000,3019.7900,5529392
2020-09-23,3120.4300,3126.9990,2992.3759,2999.8600,5652665
2020-09-22,3033.8350,3133.9900,3000.2000,3128.9900,6948816
2020-09-21,2906.5000,2962.0000,2871.0000,2960.4700,6117925
2020-09-18,3031.7400,3037.8000,2905.5400,2954.9100,8892580
2020-09-17,3009.2500,3029.4320,2972.5500,3008.7300,6449050
2020-09-16,3179.9900,3187.2380,3074.1500,3078.1000,4531189
2020-09-15,3136.1600,3175.0200,3108.9200,3156.1300,4021535
2020-09-14,3172.9372,3187.3900,3096.0000,3102.9700,4529596
2020-09-11,3208.6900,3217.3409,3083.9800,3116.2200,5093982
2020-09-10,3307.2188,3349.8900,3170.5500,3175.1100,5330741
2020-09-09,3202.9900,3303.1750,3185.0000,3268.6100,5188675
2020-09-08,3144.0000,3250.8450,3130.0000,3149.8400,6094205
2020-09-04,3318.0000,3381.5000,3111.1300,3294.6200,8781754
2020-09-03,3485.0000,3488.4100,3303.0000,3368.0000,8161113
2020-09-02,3547.0000,3552.2500,3486.6850,3531.4500,3931476
2020-09-01,3489.5800,3513.8700,3467.0000,3499.1200,3476407
2020-08-31,3408.9900,3495.0000,3405.0000,3450.9600,4185885
2020-08-28,3423.0000,3433.3699,3386.5000,3401.8000,2896978
