timestamp,open,high,low,close,volume
2020-12-11 20:00:00,122.1700,122.2800,122.1500,122.2800,51696
2020-12-11 19:00:00,122.1900,122.2900,122.1500,122.1500,32236
2020-12-11 18:00:00,122.2800,122.4100,122.2000,122.2100,58902
2020-12-11 17:00:00,122.4100,122.4900,121.7257,122.2998,5410760
2020-12-11 16:00:00,121.9700,122.5000,121.7300,122.4900,13164869
2020-12-11 15:00:00,121.7300,122.1600,121.6201,121.9722,8780541
2020-12-11 14:00:00,121.4000,121.8350,121.2200,121.7200,8022292
2020-12-11 13:00:00,120.9950,121.4500,120.5500,121.4000,8261241
2020-12-11 12:00:00,121.3250,121.7150,120.8000,120.9900,8989414
2020-12-11 11:00:00,121.2500,122.0106,121.1700,121.3300,11124668
2020-12-11 10:00:00,122.6400,122.7600,120.8800,121.2500,15014860
2020-12-11 09:00:00,122.4800,122.9400,122.0100,122.6500,362366
2020-12-11 08:00:00,122.1300,122.5200,122.0000,122.4800,187651
2020-12-11 07:00:00,122.0700,122.3200,121.5000,122.0400,49156
2020-12-11 06:00:00,122.6000,122.8400,122.0700,122.0700,20146
2020-12-11 05:00:00,122.9200,122.9900,122.8000,122.8000,26163
2020-12-10 20:00:00,123.1600,123.2900,123.0000,123.1700,89976
2020-12-10 19:00:00,123.2100,123.2900,122.8900,123.1900,117596
2020-12-10 18:00:00,123.2500,123.3200,123.1300,123.3000,339185
2020-12-10 17:00:00,123.2400,123.4500,122.9600,123.2498,2908980
2020-12-10 16:00:00,122.8400,123.6000,122.7100,123.2200,12399326
2020-12-10 15:00:00,123.4900,123.6200,122.7600,122.8400,6561201
2020-12-10 14:00:00,122.7929,123.5800,122.7450,123.4900,6165714
2020-12-10 13:00:00,123.2900,123.5800,122.7100,122.7900,7690181
2020-12-10 12:00:00,123.4900,123.8700,123.1200,123.3000,9545005
2020-12-10 11:00:00,122.4400,123.5700,121.9950,123.5000,13715208
2020-12-10 10:00:00,120.4001,122.4800,120.0100,122.4450,13591227
2020-12-10 09:00:00,121.0499,121.6800,120.3000,120.4200,660152
2020-12-10 08:00:00,121.5000,121.6700,120.6700,120.8300,289900
2020-12-10 07:00:00,121.7500,121.8800,121.3600,121.3600,15369
2020-12-10 06:00:00,121.8400,122.0000,121.7300,121.8000,19670
2020-12-10 05:00:00,121.2600,122.0000,121.2600,121.7400,51071
2020-12-09 20:00:00,121.3600,121.5000,121.1500,121.1600,159304
2020-12-09 19:00:00,120.9300,121.4900,120.9200,121.3900,172389
2020-12-09 18:00:00,121.4900,121.5200,120.9000,120.9300,904948
2020-12-09 17:00:00,121.7800,122.7989,121.3600,121.4900,4741717
2020-12-09 16:00:00,121.6200,122.2100,121.0700,121.6700,18100208
2020-12-09 15:00:00,121.6600,125.5250,121.0000,121.6300,12421789
2020-12-09 14:00:00,123.6400,123.7100,121.6100,121.6400,14876160
2020-12-09 13:00:00,124.8910,124.9200,122.8300,123.6482,12096264
2020-12-09 12:00:00,125.4000,125.4400,124.6700,124.8950,8467707
2020-12-09 11:00:00,125.8650,125.9000,124.5900,125.4100,14412506
2020-12-09 10:00:00,124.8400,125.9500,123.8600,125.8600,17156697
2020-12-09 09:00:00,124.3400,124.9300,124.1700,124.8500,498067
2020-12-09 08:00:00,124.2100,124.8400,124.1400,124.8300,316993
2020-12-09 07:00:00,124.3300,124.3300,124.1300,124.1600,14775
2020-12-09 06:00:00,124.1400,124.3700,124.0100,124.3000,19616
2020-12-09 05:00:00,124.8000,124.8000,124.0100,124.1200,19576
2020-12-08 20:00:00,124.1900,124.5000,124.1900,124.2800,143940
2020-12-08 19:00:00,124.3300,124.5600,124.1600,124.2000,137770
2020-12-08 18:00:00,124.3000,124.3300,124.2100,124.3200,361405
2020-12-08 17:00:00,124.3800,124.4000,124.2100,124.3300,5383432
2020-12-08 16:00:00,124.9600,124.9800,124.3250,124.3300,10913358
2020-12-08 15:00:00,124.7608,124.9600,124.3900,124.9501,8632264
2020-12-08 14:00:00,124.2950,124.8700,124.2300,124.7600,9502632
2020-12-08 13:00:00,123.8850,124.4050,123.8550,124.2963,7183453
2020-12-08 12:00:00,123.3350,123.9200,123.1700,123.8900,7437779
2020-12-08 11:00:00,123.8900,124.2200,123.0900,123.3393,12586127
2020-12-08 10:00:00,124.5600,124.6900,123.4500,123.8900,12404500
2020-12-08 09:00:00,123.3391,124.9600,123.0000,124.5600,1725414
2020-12-08 08:00:00,122.9900,123.4000,122.9900,123.4000,106992
2020-12-08 07:00:00,123.5800,123.6000,123.0000,123.0000,28460
2020-12-08 06:00:00,123.5100,123.5900,123.3000,123.5400,17325
2020-12-08 05:00:00,123.6500,123.8800,123.4500,123.4900,15999
2020-12-07 20:00:00,123.6100,123.6600,123.5000,123.5200,86329
2020-12-07 19:00:00,123.6400,123.6600,123.5600,123.6000,55251
2020-12-07 18:00:00,123.6000,123.7100,123.5500,123.6000,594605
2020-12-07 17:00:00,123.7500,123.8400,123.5100,123.5700,7246656
2020-12-07 16:00:00,124.0285,124.0500,123.3000,123.8000,10365122
2020-12-07 15:00:00,123.9100,124.2900,123.7700,124.0100,6549304
2020-12-07 14:00:00,124.0770,124.0900,123.4100,123.9050,7924976
2020-12-07 13:00:00,124.0900,124.4041,123.7900,124.0750,6977782
2020-12-07 12:00:00,124.0300,124.3600,123.7300,124.0899,8269645
2020-12-07 11:00:00,124.4400,124.5700,123.6972,124.0350,14388317
2020-12-07 10:00:00,122.5500,124.5300,122.2500,124.4500,17284872
2020-12-07 09:00:00,122.1300,122.5200,121.9660,122.5200,325850
2020-12-07 08:00:00,122.2000,122.4700,121.9800,122.1600,118433
2020-12-07 07:00:00,121.8400,122.4000,121.8400,122.3000,40641
2020-12-07 06:00:00,121.5100,121.8800,121.5100,121.8400,19339
2020-12-07 05:00:00,122.0000,122.0000,121.2000,121.5600,42776
2020-12-04 20:00:00,122.0100,122.1400,122.0000,122.1400,58300
2020-12-04 19:00:00,122.0500,122.0700,122.0000,122.0100,47170
2020-12-04 18:00:00,122.0200,122.2500,122.0000,122.0200,167285
2020-12-04 17:00:00,122.2500,122.3000,122.0100,122.0300,7854544
2020-12-04 16:00:00,122.0800,122.3000,121.8800,122.2400,11451772
2020-12-04 15:00:00,121.8350,122.1799,121.6700,122.0750,6499583
2020-12-04 14:00:00,122.1550,122.2100,121.8100,121.8350,4827125
2020-12-04 13:00:00,122.3800,122.4000,121.8250,122.1530,6922731
2020-12-04 12:00:00,121.7882,122.6650,121.6200,122.3728,8799353
2020-12-04 11:00:00,122.0600,122.1800,121.5200,121.7900,11617192
2020-12-04 10:00:00,122.7500,122.8608,121.5400,122.0700,12470960
2020-12-04 09:00:00,123.2685,123.2800,122.6700,122.7400,331786
2020-12-04 08:00:00,123.2500,123.2800,122.9000,122.9000,116248
2020-12-04 07:00:00,123.2000,123.3000,123.1600,123.2700,7422
2020-12-04 06:00:00,123.2300,123.2300,123.1200,123.1800,18217
2020-12-04 05:00:00,123.3000,123.3100,123.1500,123.2000,11930
2020-12-03 20:00:00,122.9000,123.0500,122.8300,122.8800,82140
2020-12-03 19:00:00,122.8000,122.9500,122.7800,122.8700,76293
2020-12-03 18:00:00,122.8200,122.8700,122.7700,122.8000,61762
2020-12-03 17:00:00,123.0300,123.0500,122.7300,122.8500,5435601
